text,label
log tomato uttapam,Tomato Uttapam
add tomato uttapam to my meals,Tomato Uttapam
maine tomato uttapam khaya,Tomato Uttapam
2 tomato uttapam khayi,Tomato Uttapam
aaj tomato uttapam khaya,Tomato Uttapam
ek plate tomato uttapam,Tomato Uttapam
mujhe tomato uttapam add karna hai,Tomato Uttapam
maine 1 tomato uttapam liya,Tomato Uttapam
tomato uttapam khaya maine,Tomato Uttapam
subah tomato uttapam khaya,Tomato Uttapam
raat ko tomato uttapam khaya,Tomato Uttapam
maine thoda tomato uttapam khaya tha,Tomato Uttapam
1 tomato uttapam khaya aaj,Tomato Uttapam
i ate tomato uttaapm,Tomato Uttapam
maine tomato uttaapm khaya,Tomato Uttapam
i ate 1 toned milk,Toned Milk
had toned milk for breakfast,Toned Milk
two serving of toned milk,Toned Milk
i want to log toned milk,Toned Milk
ate toned milk,Toned Milk
toned milk for lunch,Toned Milk
consumed 2 toned milk,Toned Milk
today i ate toned milk,Toned Milk
i had toned milk,Toned Milk
one plate toned milk,Toned Milk
i ate toned milk,Toned Milk
had toned milk for dinner,Toned Milk
1 serving of toned milk,Toned Milk
toned milk for snack,Toned Milk
consumed one toned milk,Toned Milk
2 plate toned milk,Toned Milk
i just ate toned milk,Toned Milk
log toned milk,Toned Milk
add toned milk to my meals,Toned Milk
maine toned milk khaya,Toned Milk
2 toned milk khayi,Toned Milk
aaj toned milk khaya,Toned Milk
ek plate toned milk,Toned Milk
mujhe toned milk add karna hai,Toned Milk
maine 1 toned milk liya,Toned Milk
toned milk khaya maine,Toned Milk
subah toned milk khaya,Toned Milk
raat ko toned milk khaya,Toned Milk
maine thoda toned milk khaya tha,Toned Milk
1 toned milk khaya aaj,Toned Milk
i ate toned mlik,Toned Milk
maine toned mlik khaya,Toned Milk
i ate 1 too yumm! veggie stix,Too Yumm! Veggie Stix
had too yumm! veggie stix for breakfast,Too Yumm! Veggie Stix
two serving of too yumm! veggie stix,Too Yumm! Veggie Stix
i want to log too yumm! veggie stix,Too Yumm! Veggie Stix
ate too yumm! veggie stix,Too Yumm! Veggie Stix
too yumm! veggie stix for lunch,Too Yumm! Veggie Stix
consumed 2 too yumm! veggie stix,Too Yumm! Veggie Stix
today i ate too yumm! veggie stix,Too Yumm! Veggie Stix
i had too yumm! veggie stix,Too Yumm! Veggie Stix
one plate too yumm! veggie stix,Too Yumm! Veggie Stix
i ate too yumm! veggie stix,Too Yumm! Veggie Stix
had too yumm! veggie stix for dinner,Too Yumm! Veggie Stix
1 serving of too yumm! veggie stix,Too Yumm! Veggie Stix
too yumm! veggie stix for snack,Too Yumm! Veggie Stix
consumed one too yumm! veggie stix,Too Yumm! Veggie Stix
2 plate too yumm! veggie stix,Too Yumm! Veggie Stix
i just ate too yumm! veggie stix,Too Yumm! Veggie Stix
log too yumm! veggie stix,Too Yumm! Veggie Stix
add too yumm! veggie stix to my meals,Too Yumm! Veggie Stix
maine too yumm! veggie stix khaya,Too Yumm! Veggie Stix
2 too yumm! veggie stix khayi,Too Yumm! Veggie Stix
aaj too yumm! veggie stix khaya,Too Yumm! Veggie Stix
ek plate too yumm! veggie stix,Too Yumm! Veggie Stix
mujhe too yumm! veggie stix add karna hai,Too Yumm! Veggie Stix
maine 1 too yumm! veggie stix liya,Too Yumm! Veggie Stix
too yumm! veggie stix khaya maine,Too Yumm! Veggie Stix
subah too yumm! veggie stix khaya,Too Yumm! Veggie Stix
raat ko too yumm! veggie stix khaya,Too Yumm! Veggie Stix
maine thoda too yumm! veggie stix khaya tha,Too Yumm! Veggie Stix
1 too yumm! veggie stix khaya aaj,Too Yumm! Veggie Stix
i ate too yumm! veggi estix,Too Yumm! Veggie Stix
maine too yumm! veggi estix khaya,Too Yumm! Veggie Stix
i ate 1 toor dal,Toor Dal
had toor dal for breakfast,Toor Dal
two serving of toor dal,Toor Dal
i want to log toor dal,Toor Dal
ate toor dal,Toor Dal
toor dal for lunch,Toor Dal
consumed 2 toor dal,Toor Dal
today i ate toor dal,Toor Dal
i had toor dal,Toor Dal
one plate toor dal,Toor Dal
i ate toor dal,Toor Dal
had toor dal for dinner,Toor Dal
1 serving of toor dal,Toor Dal
toor dal for snack,Toor Dal
consumed one toor dal,Toor Dal
2 plate toor dal,Toor Dal
i just ate toor dal,Toor Dal
log toor dal,Toor Dal
add toor dal to my meals,Toor Dal
maine toor dal khaya,Toor Dal
2 toor dal khayi,Toor Dal
aaj toor dal khaya,Toor Dal
ek plate toor dal,Toor Dal
mujhe toor dal add karna hai,Toor Dal
maine 1 toor dal liya,Toor Dal
toor dal khaya maine,Toor Dal
subah toor dal khaya,Toor Dal
raat ko toor dal khaya,Toor Dal
maine thoda toor dal khaya tha,Toor Dal
1 toor dal khaya aaj,Toor Dal
i ate too rdal,Toor Dal
maine too rdal khaya,Toor Dal
i ate 1 top ramen masala noodles,Top Ramen Masala Noodles
had top ramen masala noodles for breakfast,Top Ramen Masala Noodles
two serving of top ramen masala noodles,Top Ramen Masala Noodles
i want to log top ramen masala noodles,Top Ramen Masala Noodles
ate top ramen masala noodles,Top Ramen Masala Noodles
top ramen masala noodles for lunch,Top Ramen Masala Noodles
consumed 2 top ramen masala noodles,Top Ramen Masala Noodles
today i ate top ramen masala noodles,Top Ramen Masala Noodles
i had top ramen masala noodles,Top Ramen Masala Noodles
one plate top ramen masala noodles,Top Ramen Masala Noodles
i ate top ramen masala noodles,Top Ramen Masala Noodles
had top ramen masala noodles for dinner,Top Ramen Masala Noodles
1 serving of top ramen masala noodles,Top Ramen Masala Noodles
top ramen masala noodles for snack,Top Ramen Masala Noodles
consumed one top ramen masala noodles,Top Ramen Masala Noodles
2 plate top ramen masala noodles,Top Ramen Masala Noodles
i just ate top ramen masala noodles,Top Ramen Masala Noodles
log top ramen masala noodles,Top Ramen Masala Noodles
add top ramen masala noodles to my meals,Top Ramen Masala Noodles
maine top ramen masala noodles khaya,Top Ramen Masala Noodles
2 top ramen masala noodles khayi,Top Ramen Masala Noodles
aaj top ramen masala noodles khaya,Top Ramen Masala Noodles
ek plate top ramen masala noodles,Top Ramen Masala Noodles
mujhe top ramen masala noodles add karna hai,Top Ramen Masala Noodles
maine 1 top ramen masala noodles liya,Top Ramen Masala Noodles
top ramen masala noodles khaya maine,Top Ramen Masala Noodles
subah top ramen masala noodles khaya,Top Ramen Masala Noodles
raat ko top ramen masala noodles khaya,Top Ramen Masala Noodles
maine thoda top ramen masala noodles khaya tha,Top Ramen Masala Noodles
1 top ramen masala noodles khaya aaj,Top Ramen Masala Noodles
i ate top ramen maasla noodles,Top Ramen Masala Noodles
maine top ramen maasla noodles khaya,Top Ramen Masala Noodles
i ate 1 treat biscuits,Treat Biscuits
had treat biscuits for breakfast,Treat Biscuits
two serving of treat biscuits,Treat Biscuits
i want to log treat biscuits,Treat Biscuits
ate treat biscuits,Treat Biscuits
treat biscuits for lunch,Treat Biscuits
consumed 2 treat biscuits,Treat Biscuits
today i ate treat biscuits,Treat Biscuits
i had treat biscuits,Treat Biscuits
one plate treat biscuits,Treat Biscuits
i ate treat biscuits,Treat Biscuits
had treat biscuits for dinner,Treat Biscuits
1 serving of treat biscuits,Treat Biscuits
treat biscuits for snack,Treat Biscuits
consumed one treat biscuits,Treat Biscuits
2 plate treat biscuits,Treat Biscuits
i just ate treat biscuits,Treat Biscuits
log treat biscuits,Treat Biscuits
add treat biscuits to my meals,Treat Biscuits
maine treat biscuits khaya,Treat Biscuits
2 treat biscuits khayi,Treat Biscuits
aaj treat biscuits khaya,Treat Biscuits
ek plate treat biscuits,Treat Biscuits
mujhe treat biscuits add karna hai,Treat Biscuits
maine 1 treat biscuits liya,Treat Biscuits
treat biscuits khaya maine,Treat Biscuits
subah treat biscuits khaya,Treat Biscuits
raat ko treat biscuits khaya,Treat Biscuits
maine thoda treat biscuits khaya tha,Treat Biscuits
1 treat biscuits khaya aaj,Treat Biscuits
i ate terat biscuits,Treat Biscuits
maine terat biscuits khaya,Treat Biscuits
i ate 1 triple schezwan rice,Triple Schezwan Rice
had triple schezwan rice for breakfast,Triple Schezwan Rice
two serving of triple schezwan rice,Triple Schezwan Rice
i want to log triple schezwan rice,Triple Schezwan Rice
ate triple schezwan rice,Triple Schezwan Rice
triple schezwan rice for lunch,Triple Schezwan Rice
consumed 2 triple schezwan rice,Triple Schezwan Rice
today i ate triple schezwan rice,Triple Schezwan Rice
i had triple schezwan rice,Triple Schezwan Rice
one plate triple schezwan rice,Triple Schezwan Rice
i ate triple schezwan rice,Triple Schezwan Rice
had triple schezwan rice for dinner,Triple Schezwan Rice
1 serving of triple schezwan rice,Triple Schezwan Rice
triple schezwan rice for snack,Triple Schezwan Rice
consumed one triple schezwan rice,Triple Schezwan Rice
2 plate triple schezwan rice,Triple Schezwan Rice
i just ate triple schezwan rice,Triple Schezwan Rice
log triple schezwan rice,Triple Schezwan Rice
add triple schezwan rice to my meals,Triple Schezwan Rice
maine triple schezwan rice khaya,Triple Schezwan Rice
2 triple schezwan rice khayi,Triple Schezwan Rice
aaj triple schezwan rice khaya,Triple Schezwan Rice
ek plate triple schezwan rice,Triple Schezwan Rice
mujhe triple schezwan rice add karna hai,Triple Schezwan Rice
maine 1 triple schezwan rice liya,Triple Schezwan Rice
triple schezwan rice khaya maine,Triple Schezwan Rice
subah triple schezwan rice khaya,Triple Schezwan Rice
raat ko triple schezwan rice khaya,Triple Schezwan Rice
maine thoda triple schezwan rice khaya tha,Triple Schezwan Rice
1 triple schezwan rice khaya aaj,Triple Schezwan Rice
i ate triple schewzan rice,Triple Schezwan Rice
maine triple schewzan rice khaya,Triple Schezwan Rice
i ate 1 tropicana apple,Tropicana Apple
had tropicana apple for breakfast,Tropicana Apple
two serving of tropicana apple,Tropicana Apple
i want to log tropicana apple,Tropicana Apple
ate tropicana apple,Tropicana Apple
tropicana apple for lunch,Tropicana Apple
consumed 2 tropicana apple,Tropicana Apple
today i ate tropicana apple,Tropicana Apple
i had tropicana apple,Tropicana Apple
one plate tropicana apple,Tropicana Apple
i ate tropicana apple,Tropicana Apple
had tropicana apple for dinner,Tropicana Apple
1 serving of tropicana apple,Tropicana Apple
tropicana apple for snack,Tropicana Apple
consumed one tropicana apple,Tropicana Apple
2 plate tropicana apple,Tropicana Apple
i just ate tropicana apple,Tropicana Apple
log tropicana apple,Tropicana Apple
add tropicana apple to my meals,Tropicana Apple
maine tropicana apple khaya,Tropicana Apple
2 tropicana apple khayi,Tropicana Apple
aaj tropicana apple khaya,Tropicana Apple
ek plate tropicana apple,Tropicana Apple
mujhe tropicana apple add karna hai,Tropicana Apple
maine 1 tropicana apple liya,Tropicana Apple
tropicana apple khaya maine,Tropicana Apple
subah tropicana apple khaya,Tropicana Apple
raat ko tropicana apple khaya,Tropicana Apple
maine thoda tropicana apple khaya tha,Tropicana Apple
1 tropicana apple khaya aaj,Tropicana Apple
i ate tropicana aplpe,Tropicana Apple
maine tropicana aplpe khaya,Tropicana Apple
i ate 1 tropicana mixed fruit,Tropicana Mixed Fruit
had tropicana mixed fruit for breakfast,Tropicana Mixed Fruit
two serving of tropicana mixed fruit,Tropicana Mixed Fruit
i want to log tropicana mixed fruit,Tropicana Mixed Fruit
ate tropicana mixed fruit,Tropicana Mixed Fruit
tropicana mixed fruit for lunch,Tropicana Mixed Fruit
consumed 2 tropicana mixed fruit,Tropicana Mixed Fruit
today i ate tropicana mixed fruit,Tropicana Mixed Fruit
i had tropicana mixed fruit,Tropicana Mixed Fruit
one plate tropicana mixed fruit,Tropicana Mixed Fruit
i ate tropicana mixed fruit,Tropicana Mixed Fruit
had tropicana mixed fruit for dinner,Tropicana Mixed Fruit
1 serving of tropicana mixed fruit,Tropicana Mixed Fruit
tropicana mixed fruit for snack,Tropicana Mixed Fruit
consumed one tropicana mixed fruit,Tropicana Mixed Fruit
2 plate tropicana mixed fruit,Tropicana Mixed Fruit
i just ate tropicana mixed fruit,Tropicana Mixed Fruit
log tropicana mixed fruit,Tropicana Mixed Fruit
add tropicana mixed fruit to my meals,Tropicana Mixed Fruit
maine tropicana mixed fruit khaya,Tropicana Mixed Fruit
2 tropicana mixed fruit khayi,Tropicana Mixed Fruit
aaj tropicana mixed fruit khaya,Tropicana Mixed Fruit
ek plate tropicana mixed fruit,Tropicana Mixed Fruit
mujhe tropicana mixed fruit add karna hai,Tropicana Mixed Fruit
maine 1 tropicana mixed fruit liya,Tropicana Mixed Fruit
tropicana mixed fruit khaya maine,Tropicana Mixed Fruit
subah tropicana mixed fruit khaya,Tropicana Mixed Fruit
raat ko tropicana mixed fruit khaya,Tropicana Mixed Fruit
maine thoda tropicana mixed fruit khaya tha,Tropicana Mixed Fruit
1 tropicana mixed fruit khaya aaj,Tropicana Mixed Fruit
i ate tropicnaa mixed fruit,Tropicana Mixed Fruit
maine tropicnaa mixed fruit khaya,Tropicana Mixed Fruit
i ate 1 tropicana orange juice (200ml),Tropicana Orange Juice (200Ml)
had tropicana orange juice (200ml) for breakfast,Tropicana Orange Juice (200Ml)
two serving of tropicana orange juice (200ml),Tropicana Orange Juice (200Ml)
i want to log tropicana orange juice (200ml),Tropicana Orange Juice (200Ml)
ate tropicana orange juice (200ml),Tropicana Orange Juice (200Ml)
tropicana orange juice (200ml) for lunch,Tropicana Orange Juice (200Ml)
consumed 2 tropicana orange juice (200ml),Tropicana Orange Juice (200Ml)
today i ate tropicana orange juice (200ml),Tropicana Orange Juice (200Ml)
i had tropicana orange juice (200ml),Tropicana Orange Juice (200Ml)
one plate tropicana orange juice (200ml),Tropicana Orange Juice (200Ml)
i ate tropicana orange juice (200ml),Tropicana Orange Juice (200Ml)
had tropicana orange juice (200ml) for dinner,Tropicana Orange Juice (200Ml)
1 serving of tropicana orange juice (200ml),Tropicana Orange Juice (200Ml)
tropicana orange juice (200ml) for snack,Tropicana Orange Juice (200Ml)
consumed one tropicana orange juice (200ml),Tropicana Orange Juice (200Ml)
2 plate tropicana orange juice (200ml),Tropicana Orange Juice (200Ml)
i just ate tropicana orange juice (200ml),Tropicana Orange Juice (200Ml)
log tropicana orange juice (200ml),Tropicana Orange Juice (200Ml)
add tropicana orange juice (200ml) to my meals,Tropicana Orange Juice (200Ml)
maine tropicana orange juice (200ml) khaya,Tropicana Orange Juice (200Ml)
2 tropicana orange juice (200ml) khayi,Tropicana Orange Juice (200Ml)
aaj tropicana orange juice (200ml) khaya,Tropicana Orange Juice (200Ml)
ek plate tropicana orange juice (200ml),Tropicana Orange Juice (200Ml)
mujhe tropicana orange juice (200ml) add karna hai,Tropicana Orange Juice (200Ml)
maine 1 tropicana orange juice (200ml) liya,Tropicana Orange Juice (200Ml)
tropicana orange juice (200ml) khaya maine,Tropicana Orange Juice (200Ml)
subah tropicana orange juice (200ml) khaya,Tropicana Orange Juice (200Ml)
raat ko tropicana orange juice (200ml) khaya,Tropicana Orange Juice (200Ml)
maine thoda tropicana orange juice (200ml) khaya tha,Tropicana Orange Juice (200Ml)
1 tropicana orange juice (200ml) khaya aaj,Tropicana Orange Juice (200Ml)
i ate tropicana orange ujice (200ml),Tropicana Orange Juice (200Ml)
maine tropicana orange ujice (200ml) khaya,Tropicana Orange Juice (200Ml)
i ate 1 turai ki sabzi,Turai Ki Sabzi
had turai ki sabzi for breakfast,Turai Ki Sabzi
two serving of turai ki sabzi,Turai Ki Sabzi
i want to log turai ki sabzi,Turai Ki Sabzi
ate turai ki sabzi,Turai Ki Sabzi
turai ki sabzi for lunch,Turai Ki Sabzi
consumed 2 turai ki sabzi,Turai Ki Sabzi
today i ate turai ki sabzi,Turai Ki Sabzi
i had turai ki sabzi,Turai Ki Sabzi
one plate turai ki sabzi,Turai Ki Sabzi
i ate turai ki sabzi,Turai Ki Sabzi
had turai ki sabzi for dinner,Turai Ki Sabzi
1 serving of turai ki sabzi,Turai Ki Sabzi
turai ki sabzi for snack,Turai Ki Sabzi
consumed one turai ki sabzi,Turai Ki Sabzi
2 plate turai ki sabzi,Turai Ki Sabzi
i just ate turai ki sabzi,Turai Ki Sabzi
log turai ki sabzi,Turai Ki Sabzi
add turai ki sabzi to my meals,Turai Ki Sabzi
maine turai ki sabzi khaya,Turai Ki Sabzi
2 turai ki sabzi khayi,Turai Ki Sabzi
aaj turai ki sabzi khaya,Turai Ki Sabzi
ek plate turai ki sabzi,Turai Ki Sabzi
mujhe turai ki sabzi add karna hai,Turai Ki Sabzi
maine 1 turai ki sabzi liya,Turai Ki Sabzi
turai ki sabzi khaya maine,Turai Ki Sabzi
subah turai ki sabzi khaya,Turai Ki Sabzi
raat ko turai ki sabzi khaya,Turai Ki Sabzi
maine thoda turai ki sabzi khaya tha,Turai Ki Sabzi
1 turai ki sabzi khaya aaj,Turai Ki Sabzi
i ate turai ki sabiz,Turai Ki Sabzi
maine turai ki sabiz khaya,Turai Ki Sabzi
i ate 1 turai sabzi,Turai Sabzi
had turai sabzi for breakfast,Turai Sabzi
two serving of turai sabzi,Turai Sabzi
i want to log turai sabzi,Turai Sabzi
ate turai sabzi,Turai Sabzi
turai sabzi for lunch,Turai Sabzi
consumed 2 turai sabzi,Turai Sabzi
today i ate turai sabzi,Turai Sabzi
i had turai sabzi,Turai Sabzi
one plate turai sabzi,Turai Sabzi
i ate turai sabzi,Turai Sabzi
had turai sabzi for dinner,Turai Sabzi
1 serving of turai sabzi,Turai Sabzi
turai sabzi for snack,Turai Sabzi
consumed one turai sabzi,Turai Sabzi
2 plate turai sabzi,Turai Sabzi
i just ate turai sabzi,Turai Sabzi
log turai sabzi,Turai Sabzi
add turai sabzi to my meals,Turai Sabzi
maine turai sabzi khaya,Turai Sabzi
2 turai sabzi khayi,Turai Sabzi
aaj turai sabzi khaya,Turai Sabzi
ek plate turai sabzi,Turai Sabzi
mujhe turai sabzi add karna hai,Turai Sabzi
maine 1 turai sabzi liya,Turai Sabzi
turai sabzi khaya maine,Turai Sabzi
subah turai sabzi khaya,Turai Sabzi
raat ko turai sabzi khaya,Turai Sabzi
maine thoda turai sabzi khaya tha,Turai Sabzi
1 turai sabzi khaya aaj,Turai Sabzi
i ate turia sabzi,Turai Sabzi
maine turia sabzi khaya,Turai Sabzi
i ate 1 turmeric latte,Turmeric Latte
had turmeric latte for breakfast,Turmeric Latte
two serving of turmeric latte,Turmeric Latte
i want to log turmeric latte,Turmeric Latte
ate turmeric latte,Turmeric Latte
turmeric latte for lunch,Turmeric Latte
consumed 2 turmeric latte,Turmeric Latte
today i ate turmeric latte,Turmeric Latte
i had turmeric latte,Turmeric Latte
one plate turmeric latte,Turmeric Latte
i ate turmeric latte,Turmeric Latte
had turmeric latte for dinner,Turmeric Latte
1 serving of turmeric latte,Turmeric Latte
turmeric latte for snack,Turmeric Latte
consumed one turmeric latte,Turmeric Latte
2 plate turmeric latte,Turmeric Latte
i just ate turmeric latte,Turmeric Latte
log turmeric latte,Turmeric Latte
add turmeric latte to my meals,Turmeric Latte
maine turmeric latte khaya,Turmeric Latte
2 turmeric latte khayi,Turmeric Latte
aaj turmeric latte khaya,Turmeric Latte
ek plate turmeric latte,Turmeric Latte
mujhe turmeric latte add karna hai,Turmeric Latte
maine 1 turmeric latte liya,Turmeric Latte
turmeric latte khaya maine,Turmeric Latte
subah turmeric latte khaya,Turmeric Latte
raat ko turmeric latte khaya,Turmeric Latte
maine thoda turmeric latte khaya tha,Turmeric Latte
1 turmeric latte khaya aaj,Turmeric Latte
i ate turmeirc latte,Turmeric Latte
maine turmeirc latte khaya,Turmeric Latte
i ate 1 turmeric milk (haldi doodh),Turmeric Milk (Haldi Doodh)
had turmeric milk (haldi doodh) for breakfast,Turmeric Milk (Haldi Doodh)
two serving of turmeric milk (haldi doodh),Turmeric Milk (Haldi Doodh)
i want to log turmeric milk (haldi doodh),Turmeric Milk (Haldi Doodh)
ate turmeric milk (haldi doodh),Turmeric Milk (Haldi Doodh)
turmeric milk (haldi doodh) for lunch,Turmeric Milk (Haldi Doodh)
consumed 2 turmeric milk (haldi doodh),Turmeric Milk (Haldi Doodh)
today i ate turmeric milk (haldi doodh),Turmeric Milk (Haldi Doodh)
i had turmeric milk (haldi doodh),Turmeric Milk (Haldi Doodh)
one plate turmeric milk (haldi doodh),Turmeric Milk (Haldi Doodh)
i ate turmeric milk (haldi doodh),Turmeric Milk (Haldi Doodh)
had turmeric milk (haldi doodh) for dinner,Turmeric Milk (Haldi Doodh)
1 serving of turmeric milk (haldi doodh),Turmeric Milk (Haldi Doodh)
turmeric milk (haldi doodh) for snack,Turmeric Milk (Haldi Doodh)
consumed one turmeric milk (haldi doodh),Turmeric Milk (Haldi Doodh)
2 plate turmeric milk (haldi doodh),Turmeric Milk (Haldi Doodh)
i just ate turmeric milk (haldi doodh),Turmeric Milk (Haldi Doodh)
log turmeric milk (haldi doodh),Turmeric Milk (Haldi Doodh)
add turmeric milk (haldi doodh) to my meals,Turmeric Milk (Haldi Doodh)
maine turmeric milk (haldi doodh) khaya,Turmeric Milk (Haldi Doodh)
2 turmeric milk (haldi doodh) khayi,Turmeric Milk (Haldi Doodh)
aaj turmeric milk (haldi doodh) khaya,Turmeric Milk (Haldi Doodh)
ek plate turmeric milk (haldi doodh),Turmeric Milk (Haldi Doodh)
mujhe turmeric milk (haldi doodh) add karna hai,Turmeric Milk (Haldi Doodh)
maine 1 turmeric milk (haldi doodh) liya,Turmeric Milk (Haldi Doodh)
turmeric milk (haldi doodh) khaya maine,Turmeric Milk (Haldi Doodh)
subah turmeric milk (haldi doodh) khaya,Turmeric Milk (Haldi Doodh)
raat ko turmeric milk (haldi doodh) khaya,Turmeric Milk (Haldi Doodh)
maine thoda turmeric milk (haldi doodh) khaya tha,Turmeric Milk (Haldi Doodh)
1 turmeric milk (haldi doodh) khaya aaj,Turmeric Milk (Haldi Doodh)
i ate turmeric milk( haldi doodh),Turmeric Milk (Haldi Doodh)
maine turmeric milk( haldi doodh) khaya,Turmeric Milk (Haldi Doodh)
i ate 1 twix chocolate,Twix Chocolate
had twix chocolate for breakfast,Twix Chocolate
two serving of twix chocolate,Twix Chocolate
i want to log twix chocolate,Twix Chocolate
ate twix chocolate,Twix Chocolate
twix chocolate for lunch,Twix Chocolate
consumed 2 twix chocolate,Twix Chocolate
today i ate twix chocolate,Twix Chocolate
i had twix chocolate,Twix Chocolate
one plate twix chocolate,Twix Chocolate
i ate twix chocolate,Twix Chocolate
had twix chocolate for dinner,Twix Chocolate
1 serving of twix chocolate,Twix Chocolate
twix chocolate for snack,Twix Chocolate
consumed one twix chocolate,Twix Chocolate
2 plate twix chocolate,Twix Chocolate
i just ate twix chocolate,Twix Chocolate
log twix chocolate,Twix Chocolate
add twix chocolate to my meals,Twix Chocolate
maine twix chocolate khaya,Twix Chocolate
2 twix chocolate khayi,Twix Chocolate
aaj twix chocolate khaya,Twix Chocolate
ek plate twix chocolate,Twix Chocolate
mujhe twix chocolate add karna hai,Twix Chocolate
maine 1 twix chocolate liya,Twix Chocolate
twix chocolate khaya maine,Twix Chocolate
subah twix chocolate khaya,Twix Chocolate
raat ko twix chocolate khaya,Twix Chocolate
maine thoda twix chocolate khaya tha,Twix Chocolate
1 twix chocolate khaya aaj,Twix Chocolate
i ate twix chocoltae,Twix Chocolate
maine twix chocoltae khaya,Twix Chocolate
i ate 1 ukadiche modak,Ukadiche Modak
had ukadiche modak for breakfast,Ukadiche Modak
two serving of ukadiche modak,Ukadiche Modak
i want to log ukadiche modak,Ukadiche Modak
ate ukadiche modak,Ukadiche Modak
ukadiche modak for lunch,Ukadiche Modak
consumed 2 ukadiche modak,Ukadiche Modak
today i ate ukadiche modak,Ukadiche Modak
i had ukadiche modak,Ukadiche Modak
one plate ukadiche modak,Ukadiche Modak
i ate ukadiche modak,Ukadiche Modak
had ukadiche modak for dinner,Ukadiche Modak
1 serving of ukadiche modak,Ukadiche Modak
ukadiche modak for snack,Ukadiche Modak
consumed one ukadiche modak,Ukadiche Modak
2 plate ukadiche modak,Ukadiche Modak
i just ate ukadiche modak,Ukadiche Modak
log ukadiche modak,Ukadiche Modak
add ukadiche modak to my meals,Ukadiche Modak
maine ukadiche modak khaya,Ukadiche Modak
2 ukadiche modak khayi,Ukadiche Modak
aaj ukadiche modak khaya,Ukadiche Modak
ek plate ukadiche modak,Ukadiche Modak
mujhe ukadiche modak add karna hai,Ukadiche Modak
maine 1 ukadiche modak liya,Ukadiche Modak
ukadiche modak khaya maine,Ukadiche Modak
subah ukadiche modak khaya,Ukadiche Modak
raat ko ukadiche modak khaya,Ukadiche Modak
maine thoda ukadiche modak khaya tha,Ukadiche Modak
1 ukadiche modak khaya aaj,Ukadiche Modak
i ate uakdiche modak,Ukadiche Modak
maine uakdiche modak khaya,Ukadiche Modak
i ate 1 uncle chipps,Uncle Chipps
had uncle chipps for breakfast,Uncle Chipps
two serving of uncle chipps,Uncle Chipps
i want to log uncle chipps,Uncle Chipps
ate uncle chipps,Uncle Chipps
uncle chipps for lunch,Uncle Chipps
consumed 2 uncle chipps,Uncle Chipps
today i ate uncle chipps,Uncle Chipps
i had uncle chipps,Uncle Chipps
one plate uncle chipps,Uncle Chipps
i ate uncle chipps,Uncle Chipps
had uncle chipps for dinner,Uncle Chipps
1 serving of uncle chipps,Uncle Chipps
uncle chipps for snack,Uncle Chipps
consumed one uncle chipps,Uncle Chipps
2 plate uncle chipps,Uncle Chipps
i just ate uncle chipps,Uncle Chipps
log uncle chipps,Uncle Chipps
add uncle chipps to my meals,Uncle Chipps
maine uncle chipps khaya,Uncle Chipps
2 uncle chipps khayi,Uncle Chipps
aaj uncle chipps khaya,Uncle Chipps
ek plate uncle chipps,Uncle Chipps
mujhe uncle chipps add karna hai,Uncle Chipps
maine 1 uncle chipps liya,Uncle Chipps
uncle chipps khaya maine,Uncle Chipps
subah uncle chipps khaya,Uncle Chipps
raat ko uncle chipps khaya,Uncle Chipps
maine thoda uncle chipps khaya tha,Uncle Chipps
1 uncle chipps khaya aaj,Uncle Chipps
i ate uncle cihpps,Uncle Chipps
maine uncle cihpps khaya,Uncle Chipps
i ate 1 uncle chipps spicy treat (20 rs),Uncle Chipps Spicy Treat (20 Rs)
had uncle chipps spicy treat (20 rs) for breakfast,Uncle Chipps Spicy Treat (20 Rs)
two serving of uncle chipps spicy treat (20 rs),Uncle Chipps Spicy Treat (20 Rs)
i want to log uncle chipps spicy treat (20 rs),Uncle Chipps Spicy Treat (20 Rs)
ate uncle chipps spicy treat (20 rs),Uncle Chipps Spicy Treat (20 Rs)
uncle chipps spicy treat (20 rs) for lunch,Uncle Chipps Spicy Treat (20 Rs)
consumed 2 uncle chipps spicy treat (20 rs),Uncle Chipps Spicy Treat (20 Rs)
today i ate uncle chipps spicy treat (20 rs),Uncle Chipps Spicy Treat (20 Rs)
i had uncle chipps spicy treat (20 rs),Uncle Chipps Spicy Treat (20 Rs)
one plate uncle chipps spicy treat (20 rs),Uncle Chipps Spicy Treat (20 Rs)
i ate uncle chipps spicy treat (20 rs),Uncle Chipps Spicy Treat (20 Rs)
had uncle chipps spicy treat (20 rs) for dinner,Uncle Chipps Spicy Treat (20 Rs)
1 serving of uncle chipps spicy treat (20 rs),Uncle Chipps Spicy Treat (20 Rs)
uncle chipps spicy treat (20 rs) for snack,Uncle Chipps Spicy Treat (20 Rs)
consumed one uncle chipps spicy treat (20 rs),Uncle Chipps Spicy Treat (20 Rs)
2 plate uncle chipps spicy treat (20 rs),Uncle Chipps Spicy Treat (20 Rs)
i just ate uncle chipps spicy treat (20 rs),Uncle Chipps Spicy Treat (20 Rs)
log uncle chipps spicy treat (20 rs),Uncle Chipps Spicy Treat (20 Rs)
add uncle chipps spicy treat (20 rs) to my meals,Uncle Chipps Spicy Treat (20 Rs)
maine uncle chipps spicy treat (20 rs) khaya,Uncle Chipps Spicy Treat (20 Rs)
